state_x,county_x,county_state,fips,2016,2017,2018,2019,2020,2021,state_y,state_abbrv,state_fips,county_y,county_fips,population,area,risk_score,risk_rating,eal_score,eal_rating,risk_encoded,eal_encoded
Alabama,Fayette County,"Fayette County,  Alabama",01057,179.29,39788.64,190.25,90586.0,92966.0,94642.0,Alabama,AL,01,Fayette,057,17241.0,627.6834267945599,7.687210490893031,Very Low,8.29112407823041,Very Low,1.0,1.0
Alabama,Franklin County,"Franklin County,  Alabama",01059,179.29,45278.32,190.25,94910.0,99794.0,101593.0,Alabama,AL,01,Franklin,059,31704.0,633.9176984135519,12.159668541972696,Relatively Low,13.416505787300853,Relatively Low,2.0,2.0
Alabama,Geneva County,"Geneva County,  Alabama",01061,162.33,41413.28,171.5,98297.0,104987.0,105015.0,Alabama,AL,01,Geneva,061,26790.0,574.4699171043321,10.294890865874423,Relatively Low,12.22289752614986,Relatively Low,2.0,2.0
Alabama,Greene County,"Greene County,  Alabama",01063,182.37,38214.96,195.83,68952.0,86338.0,87114.0,Alabama,AL,01,Greene,063,9045.0,647.022806088426,9.118287488649733,Relatively Low,7.961205020431675,Very Low,2.0,1.0
Alabama,Hale County,"Hale County,  Alabama",01065,182.37,47964.94,195.83,96263.0,95895.0,96757.0,Alabama,AL,01,Hale,065,15760.0,643.982269826914,8.82939163991393,Relatively Low,8.62698971683622,Very Low,2.0,1.0
Alabama,Henry County,"Henry County,  Alabama",01067,162.33,51505.84,171.5,122578.0,123612.0,123646.0,Alabama,AL,01,Henry,067,17302.0,561.7500759047298,10.999854131455248,Relatively Low,12.661563572378505,Relatively Low,2.0,2.0
Alabama,Houston County,"Houston County,  Alabama",01069,162.33,68950.58,171.5,141321.0,161903.0,161947.0,Alabama,AL,01,Houston,069,101547.0,579.8507264686084,14.519546269855146,Relatively Moderate,18.060139890810603,Relatively Moderate,3.0,3.0
Alabama,Jackson County,"Jackson County,  Alabama",01071,179.29,52299.32,190.25,113827.0,110193.0,112180.0,Alabama,AL,01,Jackson,071,53227.0,1077.9867789388743,11.751739036816744,Relatively Low,15.52415807150718,Relatively Low,2.0,2.0
Alabama,Jefferson County,"Jefferson County,  Alabama",01073,177.08,83973.12,193.46,176065.0,180341.0,182156.0,Alabama,AL,01,Jefferson,073,658466.0,1111.1710805830367,28.069692866323948,Relatively High,37.089653736187394,Relatively High,4.0,4.0
Alabama,Lamar County,"Lamar County,  Alabama",01075,179.29,35935.12,190.25,83452.0,84982.0,86514.0,Alabama,AL,01,Lamar,075,14564.0,604.8460170488719,7.724976680335065,Very Low,9.268518075719964,Very Low,1.0,1.0
Alabama,Lauderdale County,"Lauderdale County,  Alabama",01077,164.38,66869.44,170.72,163589.0,162231.0,165459.0,Alabama,AL,01,Lauderdale,077,92709.0,668.2433175697158,14.085674089089554,Relatively Moderate,17.025714499298914,Relatively Moderate,3.0,3.0
Alabama,Lawrence County,"Lawrence County,  Alabama",01079,157.77,51757.04,168.52,111355.0,118048.0,122856.0,Alabama,AL,01,Lawrence,079,34339.0,690.6821175411139,9.210662435365554,Relatively Low,13.425156419891298,Relatively Low,2.0,2.0
Alabama,Lee County,"Lee County,  Alabama",01081,179.51,92862.94,198.27,192531.0,194385.0,197686.0,Alabama,AL,01,Lee,081,140247.0,607.5508410963025,5.98433547274114,Very Low,11.531729571451216,Relatively Low,1.0,2.0
Alabama,Limestone County,"Limestone County,  Alabama",01083,165.36,80893.45,175.47,177835.0,201480.0,205636.0,Alabama,AL,01,Limestone,083,82782.0,559.9559757413299,7.836067852135025,Very Low,15.84393580256477,Relatively Low,1.0,2.0
Alabama,Lowndes County,"Lowndes County,  Alabama",01085,143.74,34588.6,145.64,68907.0,73281.0,74025.0,Alabama,AL,01,Lowndes,085,11299.0,715.9108612207604,10.680828722975678,Relatively Low,10.524245465955229,Relatively Low,2.0,2.0
Alabama,Macon County,"Macon County,  Alabama",01087,179.29,39524.51,190.25,85938.0,84877.0,86407.0,Alabama,AL,01,Macon,087,21452.0,608.8063239503762,7.876946809584495,Very Low,6.821206325794082,Very Low,1.0,1.0
Alabama,Madison County,"Madison County,  Alabama",01089,165.36,94184.76,175.47,207726.0,212899.0,217290.0,Alabama,AL,01,Madison,089,334811.0,801.6037746279953,13.665523853842537,Relatively Moderate,26.56502794866501,Relatively Moderate,3.0,3.0
Alabama,Marengo County,"Marengo County,  Alabama",01091,179.29,48023.41,190.25,97288.0,88659.0,90257.0,Alabama,AL,01,Marengo,091,21027.0,976.892206172276,9.433715949953616,Relatively Low,9.610244240214053,Very Low,2.0,1.0
Alabama,Marion County,"Marion County,  Alabama",01093,179.29,43061.48,190.25,93505.0,97483.0,99240.0,Alabama,AL,01,Marion,093,30776.0,742.3417068363683,10.26969636875764,Relatively Low,11.929801120992993,Relatively Low,2.0,2.0
Alabama,Marshall County,"Marshall County,  Alabama",01095,179.29,63960.22,190.25,147229.0,142442.0,145010.0,Alabama,AL,01,Marshall,095,93019.0,565.8435713938475,16.994863470919803,Relatively Moderate,19.726416353325128,Relatively Moderate,3.0,3.0
Alabama,Mobile County,"Mobile County,  Alabama",01097,168.53,64064.81,185.23,140607.0,146292.0,152055.0,Alabama,AL,01,Mobile,097,412992.0,1229.3979712944729,32.655265774091575,Relatively High,41.30615632545857,Relatively High,4.0,4.0
Alabama,Monroe County,"Monroe County,  Alabama",01099,179.29,42955.63,190.25,111341.0,107357.0,109292.0,Alabama,AL,01,Monroe,099,23068.0,1025.686702024308,9.963326374025115,Relatively Low,9.781965906852353,Very Low,2.0,1.0
Alabama,Montgomery County,"Montgomery County,  Alabama",01101,143.74,61481.2,145.64,140101.0,140596.0,142022.0,Alabama,AL,01,Montgomery,101,229363.0,785.2405382762864,14.491024412625617,Relatively Moderate,17.61673553633776,Relatively Moderate,3.0,3.0
Alabama,Morgan County,"Morgan County,  Alabama",01103,157.77,70555.41,168.52,145115.0,161956.0,168552.0,Alabama,AL,01,Morgan,103,119490.0,579.385537651541,16.660623190068645,Relatively Moderate,23.048532959332817,Relatively Moderate,3.0,3.0
Alabama,Perry County,"Perry County,  Alabama",01105,179.29,35090.33,190.25,71236.0,68280.0,69511.0,Alabama,AL,01,Perry,105,10591.0,719.65000619395,10.222353205298331,Relatively Low,6.882025012628623,Very Low,2.0,1.0
Alabama,Pickens County,"Pickens County,  Alabama",01107,179.29,43378.03,190.25,105395.0,100844.0,102662.0,Alabama,AL,01,Pickens,107,19746.0,881.4298847476182,11.414390517585906,Relatively Low,11.564660924036207,Relatively Low,2.0,2.0
Alabama,Pike County,"Pike County,  Alabama",01109,179.29,55783.36,190.25,126907.0,126055.0,128328.0,Alabama,AL,01,Pike,109,32899.0,672.0674891531417,10.549233435886745,Relatively Low,13.281932937439992,Relatively Low,2.0,2.0
Alabama,Randolph County,"Randolph County,  Alabama",01111,179.29,45384.17,190.25,95883.0,100949.0,102769.0,Alabama,AL,01,Randolph,111,22913.0,580.5491193492683,9.2990312785567,Relatively Low,10.915731770286447,Relatively Low,2.0,2.0
Alabama,Russell County,"Russell County,  Alabama",01113,158.41,58668.74,165.79,128489.0,129208.0,131808.0,Alabama,AL,01,Russell,113,52947.0,641.1447560356538,8.663921602106896,Relatively Low,9.287310348526846,Very Low,2.0,1.0
Alabama,St. Clair County,"St. Clair County,  Alabama",01115,177.08,82890.74,193.46,181446.0,174613.0,176370.0,Alabama,AL,01,St. Clair,115,83593.0,631.9077286219524,7.771995114266976,Very Low,14.931882853210718,Relatively Low,1.0,2.0
Alabama,Shelby County,"Shelby County,  Alabama",01117,177.08,106865.04,193.46,229866.0,243567.0,246017.0,Alabama,AL,01,Shelby,117,195085.0,785.3730975176398,8.468597136827709,Relatively Low,21.933303171176984,Relatively Moderate,2.0,3.0
Alabama,Sumter County,"Sumter County,  Alabama",01119,179.29,38574.37,190.25,80641.0,78154.0,79563.0,Alabama,AL,01,Sumter,119,13763.0,903.8257528793299,14.049764744322026,Relatively Moderate,9.636633056826485,Very Low,3.0,1.0
Alabama,Talladega County,"Talladega County,  Alabama",01121,179.29,51633.77,190.25,125177.0,125530.0,127793.0,Alabama,AL,01,Talladega,121,82291.0,736.7797677574441,11.189417141747976,Relatively Low,13.84075655575992,Relatively Low,2.0,2.0
Alabama,Tallapoosa County,"Tallapoosa County,  Alabama",01123,179.29,54674.94,190.25,116530.0,114815.0,116885.0,Alabama,AL,01,Tallapoosa,123,41616.0,716.5169251440589,8.44661708570576,Relatively Low,9.068698961672617,Very Low,2.0,1.0
Alabama,Tuscaloosa County,"Tuscaloosa County,  Alabama",01125,182.37,88208.15,195.83,180480.0,193080.0,194815.0,Alabama,AL,01,Tuscaloosa,125,194656.0,1320.8710779747837,13.456271694456255,Relatively Moderate,20.32444869710996,Relatively Moderate,3.0,3.0
Alabama,Walker County,"Walker County,  Alabama",01127,177.08,49067.04,193.46,115935.0,143849.0,145296.0,Alabama,AL,01,Walker,127,67023.0,791.0017917018539,11.809138826307462,Relatively Low,13.804488142316035,Relatively Low,2.0,2.0
Alabama,Washington County,"Washington County,  Alabama",01129,179.29,45331.24,190.25,92099.0,93596.0,95283.0,Alabama,AL,01,Washington,129,17581.0,1080.2054302977397,6.366237146424267,Very Low,10.797015157661958,Relatively Low,1.0,2.0
Alabama,Wilcox County,"Wilcox County,  Alabama",01131,179.29,40897.06,190.25,88856.0,83406.0,84910.0,Alabama,AL,01,Wilcox,131,11670.0,888.449702121219,8.510674600694516,Relatively Low,7.032551580854935,Very Low,2.0,1.0
Alabama,Winston County,"Winston County,  Alabama",01133,179.29,43113.9,190.25,94910.0,90444.0,92075.0,Alabama,AL,01,Winston,133,24484.0,612.978978071534,8.982966035503871,Relatively Low,9.73814271503102,Very Low,2.0,1.0
Alaska,Aleutians East Borough,"Aleutians East Borough,  Alaska",02013,207.53,69942.01,218.98,131679.0,123978.0,125791.0,Alaska,AK,02,Aleutians East,013,3141.0,6985.253171981386,4.539694524470731,Very Low,5.910034274659865,Very Low,1.0,1.0
Alaska,Aleutians West Census Area,"Aleutians West Census Area,  Alaska",02016,207.53,120562.72,218.98,265392.0,288696.0,292918.0,Alaska,AK,02,Aleutians West,016,5561.0,4392.544716744725,2.857683041572876,Very Low,8.30605274311685,Very Low,1.0,1.0
Alaska,Anchorage Municipality,"Anchorage Municipality,  Alaska",02020,226.1,154191.99,228.83,331849.0,328723.0,329800.0,Alaska,AK,02,Anchorage,020,291826.0,1706.3184289063151,16.837537075259227,Relatively Moderate,35.6925521786909,Relatively High,3.0,4.0
Alaska,Bethel Census Area,"Bethel Census Area,  Alaska",02050,207.53,91874.13,218.98,117976.0,86443.0,87708.0,Alaska,AK,02,Bethel,050,17013.0,40625.5867466752,9.366089129097125,Relatively Low,4.990287429458386,Very Low,2.0,1.0
Alaska,Bristol Bay Borough,"Bristol Bay Borough,  Alaska",02060,207.53,103947.35,218.98,192166.0,195221.0,198076.0,Alaska,AK,02,Bristol Bay,060,997.0,492.858297204708,2.100615425098285,Very Low,3.153596399604071,Very Low,1.0,1.0
Alaska,Denali Borough,"Denali Borough,  Alaska",02068,207.53,105443.07,218.98,217859.0,230585.0,233957.0,Alaska,AK,02,Denali,068,1826.0,12706.727003086044,4.542448341843252,Very Low,6.804439185122156,Very Low,1.0,1.0
Alaska,Dillingham Census Area,"Dillingham Census Area,  Alaska",02070,207.53,108156.45,218.98,196127.0,189741.0,192516.0,Alaska,AK,02,Dillingham,070,4847.0,18583.162239069516,5.869838109904194,Very Low,3.317524279660482,Very Low,1.0,1.0
Alaska,Fairbanks North Star Borough,"Fairbanks North Star Borough,  Alaska",02090,186.1,121001.95,199.05,266907.0,274374.0,276690.0,Alaska,AK,02,Fairbanks North Star,090,97581.0,7329.259560115126,6.201021301893993,Very Low,16.165663171014057,Relatively Low,1.0,2.0
Alaska,Haines Borough,"Haines Borough,  Alaska",02100,207.53,117184.24,218.98,276312.0,262639.0,266480.0,Alaska,AK,02,Haines,100,2508.0,2429.9813445382497,2.315454610164238,Very Low,4.010287683405722,Very Low,1.0,1.0
Alaska,Juneau City and Borough,"Juneau City and Borough,  Alaska",02110,207.53,179269.08,218.98,368273.0,357665.0,362895.0,Alaska,AK,02,Juneau,110,31275.0,2612.9392259013134,3.866298261538296,Very Low,8.353614037230562,Very Low,1.0,1.0
Alaska,Kenai Peninsula Borough,"Kenai Peninsula Borough,  Alaska",02122,207.53,121448.85,218.98,256721.0,250438.0,254100.0,Alaska,AK,02,Kenai Peninsula,122,55400.0,16078.745303855132,14.15194404331906,Relatively Moderate,21.18291025214585,Relatively Moderate,3.0,3.0
Alaska,Ketchikan Gateway Borough,"Ketchikan Gateway Borough,  Alaska",02130,207.53,139946.98,218.98,291514.0,299760.0,304144.0,Alaska,AK,02,Ketchikan Gateway,130,13477.0,4856.972831791304,1.576011451983159,Very Low,2.23246483573748,Very Low,1.0,1.0
Alaska,Kodiak Island Borough,"Kodiak Island Borough,  Alaska",02150,207.53,136014.42,218.98,294404.0,291695.0,295961.0,Alaska,AK,02,Kodiak Island,150,13592.0,6557.537091857652,9.134263956480288,Relatively Low,12.085724868245247,Relatively Low,2.0,2.0
Alaska,Lake and Peninsula Borough,"Lake and Peninsula Borough,  Alaska",02164,207.53,80409.5,218.98,128681.0,118808.0,120545.0,Alaska,AK,02,Lake and Peninsula,164,1631.0,23642.487113986128,9.29094370567954,Relatively Low,4.167783714544002,Very Low,2.0,1.0
Alaska,Matanuska-Susitna Borough,"Matanuska-Susitna Borough,  Alaska",02170,226.1,120371.05,228.83,260067.0,273553.0,274449.0,Alaska,AK,02,Matanuska-Susitna,170,88995.0,24609.753859074717,9.54837807881418,Relatively Low,22.613667747997123,Relatively Moderate,2.0,3.0
Alaska,Nome Census Area,"Nome Census Area,  Alaska",02180,207.53,68502.3,218.98,160156.0,159858.0,162196.0,Alaska,AK,02,Nome,180,9492.0,22968.81227023783,8.342116020976327,Relatively Low,4.457415020278829,Very Low,2.0,1.0
Alaska,North Slope Borough,"North Slope Borough,  Alaska",02185,207.53,78249.69,218.98,153090.0,157687.0,159993.0,Alaska,AK,02,North Slope,185,9430.0,88681.76786777691,5.03368388301349,Very Low,5.04741608548171,Very Low,1.0,1.0
Alaska,Northwest Arctic Borough,"Northwest Arctic Borough,  Alaska",02188,207.53,69055.88,218.98,140672.0,146209.0,148347.0,Alaska,AK,02,Northwest Arctic,188,7523.0,35793.171007493525,7.091823149556078,Very Low,3.514952919692418,Very Low,1.0,1.0
Alaska,Sitka City and Borough,"Sitka City and Borough,  Alaska",02220,207.53,187631.77,218.98,373947.0,370797.0,376219.0,Alaska,AK,02,Sitka,220,8881.0,2870.048644629636,6.665259804793073,Very Low,8.330395811543774,Very Low,1.0,1.0
Alaska,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area,  Alaska",02240,207.53,109375.13,218.98,196983.0,176713.0,179297.0,Alaska,AK,02,Southeast Fairbanks,240,7029.0,24799.02521161564,3.506506496954985,Very Low,5.954403594517401,Very Low,1.0,1.0
Alaska,Valdez-Cordova Census Area,"Valdez-Cordova Census Area,  Alaska",02261,207.53,111257.89,218.98,246015.0,229757.0,233117.0,Alaska,AK,02,Valdez-Cordova,261,9636.0,34227.40352400274,8.590047227944389,Relatively Low,11.854595950408298,Relatively Low,2.0,2.0
Alaska,Yakutat City and Borough,"Yakutat City and Borough,  Alaska",02282,207.53,92040.16,218.98,181246.0,209181.0,212240.0,Alaska,AK,02,Yakutat,282,662.0,7622.14505773046,2.390442754145217,Very Low,3.839307836158944,Very Low,1.0,1.0
Alaska,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area,  Alaska",02290,207.53,49284.07,218.98,83183.0,79102.0,80259.0,Alaska,AK,02,Yukon-Koyukuk,290,5588.0,145530.41211573803,13.32520725865648,Relatively Low,6.214121951272987,Very Low,2.0,1.0
Arizona,Apache County,"Apache County,  Arizona",04001,188.8,32191.6,213.95,56441.0,80607.0,84115.0,Arizona,AZ,04,Apache,001,71518.0,11197.471204461795,26.75916548694064,Relatively High,14.180229282636857,Relatively Low,4.0,2.0
Arizona,Cochise County,"Cochise County,  Arizona",04003,188.8,80825.27,213.95,153459.0,166847.0,174109.0,Arizona,AZ,04,Cochise,003,131346.0,6164.726328679996,28.445701032392055,Relatively High,25.983781678390933,Relatively Moderate,4.0,3.0
Arizona,Coconino County,"Coconino County,  Arizona",04005,232.09,131685.31,266.45,308890.0,342479.0,355757.0,Arizona,AZ,04,Coconino,005,134421.0,18618.735173478053,26.11883185342724,Relatively High,26.00216690001289,Relatively Moderate,4.0,3.0
Arizona,Gila County,"Gila County,  Arizona",04007,188.8,82462.05,213.95,170078.0,179632.0,187450.0,Arizona,AZ,04,Gila,007,53597.0,4757.991298745209,30.791576040158187,Relatively High,21.428221597133657,Relatively Moderate,4.0,3.0
Arizona,Graham County,"Graham County,  Arizona",04009,188.8,75772.63,213.95,137055.0,150271.0,156811.0,Arizona,AZ,04,Graham,009,37220.0,4622.713737148367,13.013934479103185,Relatively Low,15.759117267868971,Relatively Low,2.0,2.0
Arizona,Greenlee County,"Greenlee County,  Arizona",04011,188.8,50854.62,213.95,88924.0,90791.0,94743.0,Arizona,AZ,04,Greenlee,011,8437.0,1842.6132700449416,5.266103411459889,Very Low,8.954608268632692,Very Low,1.0,1.0
Arizona,La Paz County,"La Paz County,  Arizona",04012,188.8,42507.72,213.95,83744.0,85807.0,89542.0,Arizona,AZ,04,La Paz,012,20489.0,4499.625201018812,13.551981464991748,Relatively Moderate,8.462239889270462,Very Low,3.0,1.0
Arizona,Maricopa County,"Maricopa County,  Arizona",04013,239.44,132973.6,283.28,294674.0,322669.0,336517.0,Arizona,AZ,04,Maricopa,013,3817117.0,9199.217129786935,25.4460486772738,Relatively High,30.085300975970423,Relatively High,4.0,4.0
Arizona,Mohave County,"Mohave County,  Arizona",04015,194.61,79390.47,231.94,203346.0,205816.0,214526.0,Arizona,AZ,04,Mohave,015,200186.0,13311.061031508334,24.599327667255743,Relatively High,19.045019106282865,Relatively Moderate,4.0,3.0
Arizona,Navajo County,"Navajo County,  Arizona",04017,188.8,66537.25,213.95,134465.0,160347.0,167326.0,Arizona,AZ,04,Navajo,017,107449.0,9949.884929727392,37.0437781515643,Relatively High,24.808592519118175,Relatively Moderate,4.0,3.0
Arizona,Pima County,"Pima County,  Arizona",04019,182.34,93715.03,208.74,209380.0,228332.0,237773.0,Arizona,AZ,04,Pima,019,980263.0,9187.269947415502,28.95365127924636,Relatively High,27.593523426259186,Relatively High,4.0,4.0
Arizona,Pinal County,"Pinal County,  Arizona",04021,239.44,91193.53,283.28,213127.0,234419.0,244479.0,Arizona,AZ,04,Pinal,021,375770.0,5365.788152452851,28.60360465393892,Relatively High,33.50442410858258,Relatively High,4.0,4.0
Arizona,Santa Cruz County,"Santa Cruz County,  Arizona",04023,188.8,84180.6,213.95,160257.0,163814.0,170944.0,Arizona,AZ,04,Santa Cruz,023,47420.0,1236.921482665398,19.251293471439308,Relatively Moderate,13.391145493576335,Relatively Low,3.0,2.0
Arizona,Yuma County,"Yuma County,  Arizona",04027,169.68,63756.65,182.48,147375.0,152413.0,157468.0,Arizona,AZ,04,Yuma,027,195751.0,5514.025230382402,20.15210282550634,Relatively Moderate,16.011879173071694,Relatively Low,3.0,2.0
Arkansas,Arkansas County,"Arkansas County,  Arkansas",05001,173.0,40006.24,181.42,87229.0,92867.0,94010.0,Arkansas,AR,05,Arkansas,001,19019.0,988.8028347229744,10.736121855346514,Relatively Low,12.818535112914224,Relatively Low,2.0,2.0
Arkansas,Ashley County,"Ashley County,  Arkansas",05003,173.0,34778.48,181.42,74604.0,80080.0,81065.0,Arkansas,AR,05,Ashley,003,21853.0,925.3514158291987,9.878556633989124,Relatively Low,12.118020381377711,Relatively Low,2.0,2.0
Arkansas,Baxter County,"Baxter County,  Arkansas",05005,173.0,63661.69,181.42,134391.0,139825.0,141545.0,Arkansas,AR,05,Baxter,005,41513.0,554.2254950312641,18.66493774561968,Relatively Moderate,15.208999089440802,Relatively Low,3.0,2.0
Arkansas,Benton County,"Benton County,  Arkansas",05007,173.86,93837.86,197.24,207816.0,219060.0,224554.0,Arkansas,AR,05,Benton,007,221339.0,847.5015417694356,12.197172562959278,Relatively Low,20.709737889200113,Relatively Moderate,2.0,3.0
Arkansas,Boone County,"Boone County,  Arkansas",05009,173.0,59067.92,181.42,130322.0,130286.0,131889.0,Arkansas,AR,05,Boone,009,36903.0,589.973351020384,13.438041702806776,Relatively Moderate,15.342553718551567,Relatively Low,3.0,2.0
Arkansas,Bradley County,"Bradley County,  Arkansas",05011,173.0,36362.69,181.42,81177.0,94125.0,95283.0,Arkansas,AR,05,Bradley,011,11508.0,649.2360971932259,9.571602489623926,Relatively Low,9.13526230529668,Very Low,2.0,1.0
