state,county,county_state,fips,2016,2017,2018,2019,2020,2021
Mississippi,Sunflower County,"Sunflower County,  Mississippi",28133,184.26,38098.79,192.35,77587.0,81275.0,81954.0
Mississippi,Tallahatchie County,"Tallahatchie County,  Mississippi",28135,184.26,31637.87,192.35,66668.0,68835.0,69410.0
Mississippi,Tippah County,"Tippah County,  Mississippi",28139,184.26,42333.75,192.35,87246.0,90086.0,90839.0
Mississippi,Tishomingo County,"Tishomingo County,  Mississippi",28141,184.26,41682.37,192.35,89556.0,91330.0,92094.0
Mississippi,Union County,"Union County,  Mississippi",28145,184.26,45265.45,192.35,99740.0,104288.0,105160.0
Mississippi,Walthall County,"Walthall County,  Mississippi",28147,184.26,50694.94,192.35,94910.0,99312.0,100143.0
Mississippi,Warren County,"Warren County,  Mississippi",28149,184.26,54821.17,192.35,124517.0,133108.0,134221.0
Mississippi,Washington County,"Washington County,  Mississippi",28151,184.26,40216.52,192.35,78427.0,78372.0,79027.0
Mississippi,Wayne County,"Wayne County,  Mississippi",28153,184.26,40433.48,192.35,88191.0,88946.0,89690.0
Mississippi,Webster County,"Webster County,  Mississippi",28155,184.26,42713.8,192.35,87246.0,87080.0,87808.0
Mississippi,Wilkinson County,"Wilkinson County,  Mississippi",28157,184.26,32452.34,192.35,73492.0,72878.0,73487.0
Mississippi,Winston County,"Winston County,  Mississippi",28159,184.26,42768.17,192.35,88296.0,88013.0,88749.0
Mississippi,Yalobusha County,"Yalobusha County,  Mississippi",28161,184.26,40596.58,192.35,87246.0,82622.0,83313.0
Mississippi,Yazoo County,"Yazoo County,  Mississippi",28163,184.26,37284.31,192.35,85461.0,92160.0,92930.0
Mississippi,Hancock County,"Hancock County,  Mississippi",28045,178.55,73128.61,193.25,151103.0,158749.0,159987.0
Mississippi,Harrison County,"Harrison County,  Mississippi",28047,178.55,76609.77,193.25,155394.0,175324.0,176691.0
Mississippi,Stone County,"Stone County,  Mississippi",28131,178.55,61485.89,193.25,123269.0,121403.0,122350.0
Missouri,Callaway County,"Callaway County,  Missouri",29027,174.49,65959.47,184.29,147650.0,164521.0,166401.0
Missouri,Cole County,"Cole County,  Missouri",29051,174.49,82059.44,184.29,171303.0,172988.0,174964.0
Missouri,Moniteau County,"Moniteau County,  Missouri",29135,174.49,61875.92,184.29,126455.0,130133.0,131620.0
Missouri,Osage County,"Osage County,  Missouri",29151,174.49,70043.52,184.29,149493.0,158772.0,160587.0
Missouri,Adair County,"Adair County,  Missouri",29001,182.34,59362.72,194.17,123122.0,134227.0,136596.0
Missouri,Atchison County,"Atchison County,  Missouri",29005,182.34,45258.43,194.17,89240.0,89873.0,91459.0
Missouri,Audrain County,"Audrain County,  Missouri",29007,182.34,50526.93,194.17,102480.0,103634.0,105463.0
Missouri,Barry County,"Barry County,  Missouri",29009,182.34,62106.64,194.17,121350.0,127664.0,129917.0
Missouri,Barton County,"Barton County,  Missouri",29011,182.34,51404.76,194.17,100187.0,103211.0,105033.0
Missouri,Benton County,"Benton County,  Missouri",29015,182.34,61118.89,194.17,121454.0,124382.0,126578.0
Missouri,Butler County,"Butler County,  Missouri",29023,182.34,51295.35,194.17,114469.0,120148.0,122269.0
Missouri,Camden County,"Camden County,  Missouri",29029,182.34,93223.51,194.17,191303.0,212562.0,216313.0
Missouri,Carroll County,"Carroll County,  Missouri",29033,182.34,42020.38,194.17,87676.0,93366.0,95014.0
Missouri,Carter County,"Carter County,  Missouri",29035,182.34,49045.05,194.17,121558.0,107445.0,109342.0
Missouri,Cedar County,"Cedar County,  Missouri",29039,182.34,48880.17,194.17,109465.0,104693.0,106541.0
Missouri,Chariton County,"Chariton County,  Missouri",29041,182.34,41471.8,194.17,95495.0,93049.0,94691.0
Missouri,Clark County,"Clark County,  Missouri",29045,182.34,46191.22,194.17,91846.0,95272.0,96953.0
Missouri,Cooper County,"Cooper County,  Missouri",29053,182.34,68143.05,194.17,136675.0,140684.0,143167.0
Missouri,Dade County,"Dade County,  Missouri",29057,182.34,43941.43,194.17,84757.0,88391.0,89951.0
Missouri,Daviess County,"Daviess County,  Missouri",29061,182.34,56344.01,194.17,112071.0,116867.0,118929.0
Missouri,Dent County,"Dent County,  Missouri",29065,182.34,48770.76,194.17,115616.0,108610.0,110527.0
Missouri,Douglas County,"Douglas County,  Missouri",29067,182.34,55630.55,194.17,118014.0,130310.0,132610.0
Missouri,Dunklin County,"Dunklin County,  Missouri",29069,182.34,37136.09,194.17,76834.0,80981.0,82410.0
Missouri,Gasconade County,"Gasconade County,  Missouri",29073,182.34,65948.22,194.17,138864.0,142061.0,144568.0
Missouri,Gentry County,"Gentry County,  Missouri",29075,182.34,45861.97,194.17,90908.0,93366.0,95014.0
Missouri,Grundy County,"Grundy County,  Missouri",29079,182.34,43886.47,194.17,95287.0,104164.0,106002.0
Missouri,Harrison County,"Harrison County,  Missouri",29081,182.34,40867.76,194.17,77772.0,80452.0,81871.0
Missouri,Henry County,"Henry County,  Missouri",29083,182.34,50087.76,194.17,106650.0,116972.0,119037.0
Missouri,Hickory County,"Hickory County,  Missouri",29085,182.34,52118.22,194.17,98936.0,88285.0,89843.0
Missouri,Holt County,"Holt County,  Missouri",29087,182.34,47398.8,194.17,100187.0,93790.0,95445.0
Missouri,Howell County,"Howell County,  Missouri",29091,182.34,56508.89,194.17,108944.0,118772.0,120868.0
Missouri,Iron County,"Iron County,  Missouri",29093,182.34,45422.8,194.17,87259.0,88497.0,90059.0
Missouri,Johnson County,"Johnson County,  Missouri",29101,182.34,77692.3,194.17,157525.0,165667.0,168591.0
Missouri,Knox County,"Knox County,  Missouri",29103,182.34,39221.51,194.17,74957.0,79922.0,81333.0
Missouri,Laclede County,"Laclede County,  Missouri",29105,182.34,56838.14,194.17,119265.0,120572.0,122700.0
Missouri,Lawrence County,"Lawrence County,  Missouri",29109,182.34,53929.34,194.17,110195.0,116020.0,118067.0
Missouri,Lewis County,"Lewis County,  Missouri",29111,182.34,46081.81,194.17,90700.0,93049.0,94691.0
Missouri,Linn County,"Linn County,  Missouri",29115,182.34,41746.09,194.17,86217.0,92308.0,93937.0
Missouri,Livingston County,"Livingston County,  Missouri",29117,182.34,56344.01,194.17,107901.0,118031.0,120114.0
Missouri,Macon County,"Macon County,  Missouri",29121,182.34,48386.55,194.17,99665.0,102893.0,104709.0
Missouri,Madison County,"Madison County,  Missouri",29123,182.34,49045.05,194.17,102793.0,112315.0,114297.0
Missouri,Maries County,"Maries County,  Missouri",29125,182.34,64850.55,194.17,127396.0,141002.0,143491.0
Missouri,Marion County,"Marion County,  Missouri",29127,182.34,57002.51,194.17,126562.0,130628.0,132933.0
Missouri,Mercer County,"Mercer County,  Missouri",29129,182.34,42623.92,194.17,91221.0,94107.0,95768.0
Missouri,Miller County,"Miller County,  Missouri",29131,182.34,66386.88,194.17,140532.0,144813.0,147369.0
Missouri,Mississippi County,"Mississippi County,  Missouri",29133,182.34,37246.01,194.17,78502.0,84898.0,86396.0
Missouri,Monroe County,"Monroe County,  Missouri",29137,182.34,49923.39,194.17,105399.0,111468.0,113435.0
Missouri,Montgomery County,"Montgomery County,  Missouri",29139,182.34,58210.09,194.17,109361.0,114432.0,116451.0
Missouri,Morgan County,"Morgan County,  Missouri",29141,182.34,60075.67,194.17,127501.0,132322.0,134657.0
Missouri,New Madrid County,"New Madrid County,  Missouri",29143,182.34,40209.26,194.17,78711.0,78864.0,80256.0
Missouri,Nodaway County,"Nodaway County,  Missouri",29147,182.34,62929.51,194.17,129899.0,133804.0,136165.0
Missouri,Oregon County,"Oregon County,  Missouri",29149,182.34,43666.63,194.17,94036.0,99083.0,100831.0
Missouri,Ozark County,"Ozark County,  Missouri",29153,182.34,47618.13,194.17,104774.0,103317.0,105140.0
Missouri,Pemiscot County,"Pemiscot County,  Missouri",29155,182.34,35874.05,194.17,81942.0,86909.0,88443.0
Missouri,Perry County,"Perry County,  Missouri",29157,182.34,67813.8,194.17,144390.0,156351.0,159111.0
Missouri,Pettis County,"Pettis County,  Missouri",29159,182.34,55740.47,194.17,120099.0,126076.0,128301.0
Missouri,Phelps County,"Phelps County,  Missouri",29161,182.34,62929.51,194.17,134903.0,142907.0,145430.0
Missouri,Pike County,"Pike County,  Missouri",29163,182.34,52228.14,194.17,110612.0,103529.0,105356.0
Missouri,Pulaski County,"Pulaski County,  Missouri",29169,182.34,71326.13,194.17,157630.0,168525.0,171499.0
Missouri,Putnam County,"Putnam County,  Missouri",29171,182.34,45532.72,194.17,87885.0,102258.0,104063.0
Missouri,Ralls County,"Ralls County,  Missouri",29173,182.34,61612.51,194.17,141888.0,144178.0,146722.0
Missouri,Randolph County,"Randolph County,  Missouri",29175,182.34,47014.6,194.17,106025.0,111150.0,113112.0
Missouri,Reynolds County,"Reynolds County,  Missouri",29179,182.34,47069.55,194.17,99144.0,101623.0,103417.0
Missouri,Ripley County,"Ripley County,  Missouri",29181,182.34,44435.05,194.17,88615.0,88708.0,90274.0
Missouri,St. Clair County,"St. Clair County,  Missouri",29185,182.34,43776.55,194.17,87155.0,97283.0,99000.0
Missouri,Ste. Genevieve County,"Ste. Genevieve County,  Missouri",29186,182.34,71984.63,194.17,165032.0,175935.0,179040.0
Missouri,St. Francois County,"St. Francois County,  Missouri",29187,182.34,62997.7,194.17,131567.0,119831.0,121945.0
Missouri,Saline County,"Saline County,  Missouri",29195,182.34,49319.34,194.17,106337.0,112844.0,114836.0
Missouri,Schuyler County,"Schuyler County,  Missouri",29197,182.34,47288.88,194.17,73498.0,75370.0,76701.0
Missouri,Scotland County,"Scotland County,  Missouri",29199,182.34,41306.93,194.17,90908.0,119619.0,121730.0
Missouri,Scott County,"Scott County,  Missouri",29201,182.34,51843.93,194.17,110820.0,115596.0,117636.0
Missouri,Shannon County,"Shannon County,  Missouri",29203,182.34,49154.97,194.17,114782.0,132216.0,134549.0
Missouri,Shelby County,"Shelby County,  Missouri",29205,182.34,39934.97,194.17,77877.0,76429.0,77778.0
Missouri,Stoddard County,"Stoddard County,  Missouri",29207,182.34,49758.51,194.17,103523.0,110303.0,112250.0
Missouri,Stone County,"Stone County,  Missouri",29209,182.34,84113.43,194.17,172434.0,182710.0,185934.0
Missouri,Sullivan County,"Sullivan County,  Missouri",29211,182.34,43337.38,194.17,78606.0,81510.0,82949.0
Missouri,Taney County,"Taney County,  Missouri",29213,182.34,66881.01,194.17,133652.0,147989.0,150600.0
Missouri,Texas County,"Texas County,  Missouri",29215,182.34,54587.84,194.17,114990.0,118243.0,120330.0
Missouri,Vernon County,"Vernon County,  Missouri",29217,182.34,49923.39,194.17,103210.0,104058.0,105894.0
Missouri,Wayne County,"Wayne County,  Missouri",29223,182.34,38508.05,194.17,78085.0,90085.0,91675.0
Missouri,Worth County,"Worth County,  Missouri",29227,182.34,31812.63,194.17,68807.0,67537.0,68729.0
Missouri,Wright County,"Wright County,  Missouri",29229,182.34,48496.47,194.17,104669.0,109668.0,111604.0
Missouri,Jasper County,"Jasper County,  Missouri",29097,168.38,61078.24,176.46,130517.0,125937.0,129596.0
Missouri,Newton County,"Newton County,  Missouri",29145,168.38,58253.23,176.46,128119.0,138721.0,142751.0
Missouri,McDonald County,"McDonald County,  Missouri",29119,173.86,53829.51,197.24,102904.0,117334.0,120277.0
Missouri,Crawford County,"Crawford County,  Missouri",29055,181.72,63002.9,197.83,123173.0,130233.0,132104.0
Missouri,Franklin County,"Franklin County,  Missouri",29071,181.72,86979.25,197.83,177603.0,174201.0,176704.0
Missouri,Jefferson County,"Jefferson County,  Missouri",29099,181.72,83897.63,197.83,175514.0,173992.0,176492.0
Missouri,Lincoln County,"Lincoln County,  Missouri",29113,181.72,81548.76,197.83,164544.0,170546.0,172996.0
Missouri,St. Charles County,"St. Charles County,  Missouri",29183,181.72,106767.97,197.83,239033.0,248456.0,252025.0
Missouri,St. Louis County,"St. Louis County,  Missouri",29189,181.72,100928.98,197.83,219392.0,223809.0,227024.0
Missouri,Warren County,"Warren County,  Missouri",29219,181.72,86227.61,197.83,180111.0,187987.0,190688.0
Missouri,Washington County,"Washington County,  Missouri",29221,181.72,45020.77,197.83,97891.0,98589.0,100005.0
Missouri,St. Louis city,"St. Louis city,  Missouri",29510,181.72,70813.41,197.83,161723.0,157387.0,159648.0
Missouri,Boone County,"Boone County,  Missouri",29019,174.42,97472.07,185.6,199314.0,209555.0,212236.0
Missouri,Howard County,"Howard County,  Missouri",29089,174.42,55177.7,185.6,120397.0,136521.0,138267.0
Missouri,Bollinger County,"Bollinger County,  Missouri",29017,169.14,52214.75,179.74,108486.0,115726.0,118196.0
Missouri,Cape Girardeau County,"Cape Girardeau County,  Missouri",29031,169.14,81257.64,179.74,165302.0,178812.0,182628.0
Missouri,Bates County,"Bates County,  Missouri",29013,184.65,62462.51,212.35,120470.0,122740.0,125070.0
Missouri,Caldwell County,"Caldwell County,  Missouri",29025,184.65,58432.96,212.35,113526.0,117064.0,119286.0
Missouri,Cass County,"Cass County,  Missouri",29037,184.65,93054.31,212.35,202957.0,220847.0,225038.0
Missouri,Clay County,"Clay County,  Missouri",29047,184.65,89952.11,212.35,196539.0,209708.0,213688.0
Missouri,Clinton County,"Clinton County,  Missouri",29049,184.65,81587.56,212.35,160346.0,171044.0,174290.0
Missouri,Jackson County,"Jackson County,  Missouri",29095,184.65,73875.82,212.35,167395.0,175435.0,178765.0
Missouri,Lafayette County,"Lafayette County,  Missouri",29107,184.65,70701.85,212.35,133937.0,153693.0,156610.0
Missouri,Platte County,"Platte County,  Missouri",29165,184.65,111274.0,212.35,247463.0,258226.0,263127.0
Missouri,Ray County,"Ray County,  Missouri",29177,184.65,72385.76,212.35,136041.0,143197.0,145915.0
Missouri,Christian County,"Christian County,  Missouri",29043,154.79,84671.12,170.74,186760.0,196438.0,200961.0
Missouri,Dallas County,"Dallas County,  Missouri",29059,154.79,53833.71,170.74,117738.0,121781.0,124585.0
Missouri,Greene County,"Greene County,  Missouri",29077,154.79,74805.39,170.74,155721.0,166681.0,170519.0
Missouri,Polk County,"Polk County,  Missouri",29167,154.79,65198.11,170.74,132258.0,140101.0,143327.0
Missouri,Webster County,"Webster County,  Missouri",29225,154.79,67527.72,170.74,134572.0,144231.0,147552.0
Missouri,Andrew County,"Andrew County,  Missouri",29003,185.0,67192.35,199.02,155356.0,150059.0,155032.0
Missouri,Buchanan County,"Buchanan County,  Missouri",29021,185.0,56952.35,199.02,145487.0,123578.0,127674.0
Missouri,DeKalb County,"DeKalb County,  Missouri",29063,185.0,58487.74,199.02,125860.0,121853.0,125892.0
Montana,Missoula County,"Missoula County,  Montana",30063,244.41,137885.88,273.92,324735.0,335354.0,346174.0
Montana,Carbon County,"Carbon County,  Montana",30009,234.06,124730.15,244.97,248428.0,263578.0,268052.0
Montana,Yellowstone County,"Yellowstone County,  Montana",30111,234.06,111025.06,244.97,239611.0,255275.0,259608.0
Montana,Beaverhead County,"Beaverhead County,  Montana",30001,238.63,100110.3,270.29,205295.0,233420.0,241513.0
Montana,Big Horn County,"Big Horn County,  Montana",30003,238.63,52545.75,270.29,116815.0,136650.0,141387.0
Montana,Blaine County,"Blaine County,  Montana",30005,238.63,48991.95,270.29,94590.0,102189.0,105732.0
Montana,Broadwater County,"Broadwater County,  Montana",30007,238.63,109469.01,270.29,214564.0,240789.0,249137.0
Montana,Carter County,"Carter County,  Montana",30011,238.63,51953.19,270.29,106703.0,120178.0,124344.0
Montana,Chouteau County,"Chouteau County,  Montana",30015,238.63,73454.97,270.29,144518.0,155180.0,160560.0
Montana,Custer County,"Custer County,  Montana",30017,238.63,81451.67,270.29,169271.0,184656.0,191057.0
Montana,Daniels County,"Daniels County,  Montana",30019,238.63,66820.79,270.29,143359.0,137083.0,141835.0
Montana,Dawson County,"Dawson County,  Montana",30021,238.63,92824.25,270.29,164952.0,174036.0,180069.0
Montana,Deer Lodge County,"Deer Lodge County,  Montana",30023,238.63,77186.69,270.29,126716.0,142285.0,147217.0
Montana,Fallon County,"Fallon County,  Montana",30025,238.63,84828.07,270.29,174538.0,184005.0,190385.0
Montana,Fergus County,"Fergus County,  Montana",30027,238.63,72211.06,270.29,142095.0,154963.0,160336.0
Montana,Flathead County,"Flathead County,  Montana",30029,238.63,134504.47,270.29,337489.0,332142.0,343657.0
Montana,Gallatin County,"Gallatin County,  Montana",30031,238.63,159844.21,270.29,434079.0,448852.0,464413.0
Montana,Garfield County,"Garfield County,  Montana",30033,238.63,88974.43,270.29,111443.0,134482.0,139144.0
Montana,Glacier County,"Glacier County,  Montana",30035,238.63,54204.3,270.29,115656.0,116710.0,120756.0
Montana,Golden Valley County,"Golden Valley County,  Montana",30037,238.63,56396.09,270.29,110706.0,114976.0,118962.0
Montana,Granite County,"Granite County,  Montana",30039,238.63,128245.73,270.29,228047.0,242740.0,251155.0
Montana,Hill County,"Hill County,  Montana",30041,238.63,76416.73,270.29,148415.0,155614.0,161008.0
Montana,Jefferson County,"Jefferson County,  Montana",30043,238.63,143646.58,270.29,292301.0,306351.0,316971.0
Montana,Judith Basin County,"Judith Basin County,  Montana",30045,238.63,72388.98,270.29,148626.0,149762.0,154954.0
Montana,Lake County,"Lake County,  Montana",30047,238.63,130556.14,270.29,247850.0,274274.0,283783.0
Montana,Lewis and Clark County,"Lewis and Clark County,  Montana",30049,238.63,119736.93,270.29,283874.0,302883.0,313383.0
Montana,Liberty County,"Liberty County,  Montana",30051,238.63,61608.44,270.29,120080.0,109558.0,113356.0
Montana,Lincoln County,"Lincoln County,  Montana",30053,238.63,97503.86,270.29,200660.0,214781.0,222228.0
Montana,McCone County,"McCone County,  Montana",30055,238.63,66702.69,270.29,133036.0,124404.0,128717.0
Montana,Madison County,"Madison County,  Montana",30057,238.63,140980.84,270.29,268495.0,299632.0,310020.0
Montana,Meagher County,"Meagher County,  Montana",30059,238.63,82754.88,270.29,163267.0,166992.0,172781.0
Montana,Mineral County,"Mineral County,  Montana",30061,238.63,100583.72,270.29,174854.0,183355.0,189712.0
Montana,Musselshell County,"Musselshell County,  Montana",30065,238.63,79378.49,270.29,190022.0,187148.0,193636.0
Montana,Park County,"Park County,  Montana",30067,238.63,128601.06,270.29,269338.0,293997.0,304189.0
Montana,Petroleum County,"Petroleum County,  Montana",30069,238.63,46681.54,270.29,140410.0,196468.0,203279.0
Montana,Phillips County,"Phillips County,  Montana",30071,238.63,72270.37,270.29,133247.0,140009.0,144863.0
Montana,Pondera County,"Pondera County,  Montana",30073,238.63,66406.15,270.29,130087.0,142935.0,147890.0
Montana,Powder River County,"Powder River County,  Montana",30075,238.63,63977.64,270.29,129455.0,154530.0,159887.0
Montana,Powell County,"Powell County,  Montana",30077,238.63,70907.84,270.29,157474.0,155072.0,160448.0
Montana,Prairie County,"Prairie County,  Montana",30079,238.63,48044.06,270.29,115235.0,122345.0,126587.0
Montana,Ravalli County,"Ravalli County,  Montana",30081,238.63,141692.01,270.29,276606.0,302666.0,313159.0
Montana,Richland County,"Richland County,  Montana",30083,238.63,106566.55,270.29,228995.0,249350.0,257995.0
Montana,Roosevelt County,"Roosevelt County,  Montana",30085,238.63,60956.57,270.29,125768.0,121803.0,126026.0
Montana,Rosebud County,"Rosebud County,  Montana",30087,238.63,75883.48,270.29,123030.0,124513.0,128829.0
Montana,Sanders County,"Sanders County,  Montana",30089,238.63,107217.9,270.29,236158.0,247291.0,255864.0
Montana,Sheridan County,"Sheridan County,  Montana",30091,238.63,85242.7,270.29,143148.0,138167.0,142957.0
Montana,Silver Bow County,"Silver Bow County,  Montana",30093,238.63,76002.09,270.29,150943.0,162332.0,167960.0
Montana,Stillwater County,"Stillwater County,  Montana",30095,238.63,119775.6,270.29,259752.0,276875.0,286474.0
Montana,Sweet Grass County,"Sweet Grass County,  Montana",30097,238.63,113733.98,270.29,255012.0,276442.0,286025.0
Montana,Teton County,"Teton County,  Montana",30099,238.63,85301.49,270.29,171694.0,187148.0,193636.0
Montana,Toole County,"Toole County,  Montana",30101,238.63,72744.31,270.29,143570.0,149437.0,154617.0
Montana,Treasure County,"Treasure County,  Montana",30103,238.63,51123.92,270.29,105334.0,128089.0,132529.0
Montana,Valley County,"Valley County,  Montana",30105,238.63,72388.98,270.29,138830.0,164066.0,169754.0
Montana,Wheatland County,"Wheatland County,  Montana",30107,238.63,49465.38,270.29,94590.0,103381.0,106965.0
Montana,Wibaux County,"Wibaux County,  Montana",30109,238.63,62970.96,270.29,107967.0,122995.0,127259.0
Montana,Cascade County,"Cascade County,  Montana",30013,208.3,88653.22,227.5,195969.0,199031.0,205601.0
Nebraska,Dakota County,"Dakota County,  Nebraska",31043,185.32,65946.01,202.16,119039.0,125915.0,125540.0
Nebraska,Dixon County,"Dixon County,  Nebraska",31051,185.32,47916.88,202.16,93968.0,99700.0,99404.0
Nebraska,Cass County,"Cass County,  Nebraska",31025,180.95,91816.78,205.62,180218.0,183099.0,185949.0
Nebraska,Douglas County,"Douglas County,  Nebraska",31055,180.95,85217.03,205.62,186236.0,200377.0,203495.0
Nebraska,Sarpy County,"Sarpy County,  Nebraska",31153,180.95,93990.27,205.62,220020.0,231666.0,235271.0
Nebraska,Saunders County,"Saunders County,  Nebraska",31155,180.95,88698.51,205.62,170822.0,174460.0,177176.0
Nebraska,Washington County,"Washington County,  Nebraska",31177,180.95,103524.58,205.62,196160.0,206592.0,209808.0
Nebraska,Adams County,"Adams County,  Nebraska",31001,199.03,62482.27,216.32,123841.0,134400.0,135697.0
Nebraska,Antelope County,"Antelope County,  Nebraska",31003,199.03,46812.67,216.32,84375.0,85765.0,86592.0
Nebraska,Arthur County,"Arthur County,  Nebraska",31005,199.03,59910.5,216.32,109500.0,116410.0,117533.0
Nebraska,Banner County,"Banner County,  Nebraska",31007,199.03,73128.08,216.32,142370.0,146323.0,147735.0
Nebraska,Blaine County,"Blaine County,  Nebraska",31009,199.03,43463.31,216.32,87830.0,79176.0,79940.0
Nebraska,Boone County,"Boone County,  Nebraska",31011,199.03,58534.68,216.32,117037.0,123836.0,125031.0
Nebraska,Box Butte County,"Box Butte County,  Nebraska",31013,199.03,55125.69,216.32,125726.0,118816.0,119962.0
Nebraska,Boyd County,"Boyd County,  Nebraska",31015,199.03,31023.33,216.32,70243.0,76352.0,77088.0
Nebraska,Brown County,"Brown County,  Nebraska",31017,199.03,42267.37,216.32,83852.0,83359.0,84164.0
Nebraska,Buffalo County,"Buffalo County,  Nebraska",31019,199.03,90591.85,216.32,173566.0,182826.0,184590.0
Nebraska,Burt County,"Burt County,  Nebraska",31021,199.03,53152.16,216.32,99031.0,105010.0,106023.0
Nebraska,Butler County,"Butler County,  Nebraska",31023,199.03,60030.25,216.32,117874.0,122686.0,123869.0
Nebraska,Cedar County,"Cedar County,  Nebraska",31027,199.03,60747.71,216.32,126668.0,126869.0,128093.0
Nebraska,Chase County,"Chase County,  Nebraska",31029,199.03,54647.21,216.32,128447.0,139420.0,140766.0
Nebraska,Cherry County,"Cherry County,  Nebraska",31031,199.03,68403.41,216.32,126354.0,121326.0,122497.0
Nebraska,Cheyenne County,"Cheyenne County,  Nebraska",31033,199.03,68104.29,216.32,109814.0,107729.0,108769.0
Nebraska,Clay County,"Clay County,  Nebraska",31035,199.03,48606.85,216.32,92436.0,95492.0,96413.0
Nebraska,Colfax County,"Colfax County,  Nebraska",31037,199.03,52913.17,216.32,91913.0,105742.0,106762.0
Nebraska,Cuming County,"Cuming County,  Nebraska",31039,199.03,61405.56,216.32,120596.0,127811.0,129044.0
Nebraska,Custer County,"Custer County,  Nebraska",31041,199.03,51956.21,216.32,99240.0,113063.0,114154.0
Nebraska,Dawes County,"Dawes County,  Nebraska",31045,199.03,62661.64,216.32,125621.0,130949.0,132212.0
Nebraska,Dawson County,"Dawson County,  Nebraska",31047,199.03,53211.77,216.32,103847.0,107311.0,108346.0
Nebraska,Deuel County,"Deuel County,  Nebraska",31049,199.03,41609.0,216.32,81863.0,91308.0,92189.0
Nebraska,Dodge County,"Dodge County,  Nebraska",31053,199.03,68283.66,216.32,128343.0,136178.0,137492.0
Nebraska,Dundy County,"Dundy County,  Nebraska",31057,199.03,43104.58,216.32,79874.0,79385.0,80151.0
Nebraska,Fillmore County,"Fillmore County,  Nebraska",31059,199.03,45377.23,216.32,82805.0,83778.0,84586.0
Nebraska,Franklin County,"Franklin County,  Nebraska",31061,199.03,35927.37,216.32,68254.0,74574.0,75293.0
Nebraska,Frontier County,"Frontier County,  Nebraska",31063,199.03,52374.56,216.32,104893.0,105847.0,106868.0
Nebraska,Furnas County,"Furnas County,  Nebraska",31065,199.03,37362.81,216.32,72023.0,76352.0,77088.0
Nebraska,Gage County,"Gage County,  Nebraska",31067,199.03,64874.68,216.32,120910.0,121535.0,122708.0
Nebraska,Garden County,"Garden County,  Nebraska",31069,199.03,44958.37,216.32,84899.0,85556.0,86381.0
Nebraska,Garfield County,"Garfield County,  Nebraska",31071,199.03,53391.66,216.32,103114.0,109926.0,110986.0
Nebraska,Gosper County,"Gosper County,  Nebraska",31073,199.03,64994.43,216.32,120491.0,132831.0,134113.0
Nebraska,Grant County,"Grant County,  Nebraska",31075,199.03,30484.71,216.32,60403.0,60977.0,61565.0
Nebraska,Greeley County,"Greeley County,  Nebraska",31077,199.03,35748.0,216.32,82805.0,76038.0,76772.0
Nebraska,Hall County,"Hall County,  Nebraska",31079,199.03,73367.06,216.32,148965.0,152704.0,154177.0
Nebraska,Hamilton County,"Hamilton County,  Nebraska",31081,199.03,66848.21,216.32,146976.0,161385.0,162942.0
Nebraska,Harlan County,"Harlan County,  Nebraska",31083,199.03,46872.29,216.32,92331.0,107415.0,108452.0
Nebraska,Hayes County,"Hayes County,  Nebraska",31085,199.03,44061.54,216.32,65428.0,84615.0,85431.0
Nebraska,Hitchcock County,"Hitchcock County,  Nebraska",31087,199.03,35448.89,216.32,60507.0,69763.0,70436.0
Nebraska,Holt County,"Holt County,  Nebraska",31089,199.03,57279.12,216.32,113582.0,119339.0,120490.0
Nebraska,Hooker County,"Hooker County,  Nebraska",31091,199.03,41968.25,216.32,88144.0,96433.0,97364.0
Nebraska,Howard County,"Howard County,  Nebraska",31093,199.03,65412.77,216.32,133367.0,155632.0,157134.0
Nebraska,Jefferson County,"Jefferson County,  Nebraska",31095,199.03,42565.96,216.32,83852.0,87857.0,88704.0
Nebraska,Johnson County,"Johnson County,  Nebraska",31097,199.03,46035.08,216.32,87097.0,98734.0,99687.0
Nebraska,Kearney County,"Kearney County,  Nebraska",31099,199.03,65831.64,216.32,146558.0,156573.0,158084.0
Nebraska,Keith County,"Keith County,  Nebraska",31101,199.03,59731.14,216.32,119549.0,134191.0,135486.0
Nebraska,Keya Paha County,"Keya Paha County,  Nebraska",31103,199.03,44599.64,216.32,74744.0,81686.0,82474.0
Nebraska,Kimball County,"Kimball County,  Nebraska",31105,199.03,48008.62,216.32,83538.0,86393.0,87226.0
Nebraska,Knox County,"Knox County,  Nebraska",31107,199.03,48666.46,216.32,93483.0,100303.0,101271.0
Nebraska,Lincoln County,"Lincoln County,  Nebraska",31111,199.03,68403.41,216.32,142056.0,145801.0,147207.0
Nebraska,Logan County,"Logan County,  Nebraska",31113,199.03,68463.02,216.32,115990.0,115364.0,116477.0
Nebraska,Loup County,"Loup County,  Nebraska",31115,199.03,57697.46,216.32,128343.0,117665.0,118801.0
Nebraska,McPherson County,"McPherson County,  Nebraska",31117,199.03,79826.81,216.32,124888.0,107415.0,108452.0
Nebraska,Madison County,"Madison County,  Nebraska",31119,199.03,70855.43,216.32,143312.0,153122.0,154599.0
Nebraska,Merrick County,"Merrick County,  Nebraska",31121,199.03,51298.37,216.32,105522.0,120699.0,121863.0
Nebraska,Morrill County,"Morrill County,  Nebraska",31123,199.03,48307.73,216.32,97251.0,99989.0,100954.0
